gsid,name,university
ouY9ypcAAAAJ,Jon B. Weissman,University of Minnesota
ov72AA4AAAAJ,Yixin Sun,University of Virginia
ovlpa_IAAAAJ,Andrew C. Myers,Cornell University
oXasn9EAAAAJ,Kevin C. Almeroth,University of California - Santa Barbara
OxKLBqwAAAAJ,Fadel Adib,Massachusetts Institute of Technology
o-xM3oMAAAAJ,Yi Shang,University of Missouri
o_xUNWkAAAAJ,Bhavani M. Thuraisingham,University of Texas at Dallas
oZafLf4AAAAJ,Larry Smarr,University of California - San Diego
ozfkg2sAAAAJ,Zhenming Liu,College of William and Mary
OziQjUsAAAAJ,Christina Delimitrou,Cornell University
P07ZE9sAAAAJ,Tze Sing Eugene Ng,Rice University
P0Mv6pIAAAAJ,Jack Mostow,Carnegie Mellon University
p0rj1lEAAAAJ,Lijun Chen 0001,University of Colorado Boulder
P1bHFuoAAAAJ,Daniel Sheldon,University of Massachusetts Amherst
P1CMmgEAAAAJ,Jie Gao 0001,Stony Brook University
P1s523UAAAAJ,Mei-Hwa Chen,University at Albany - SUNY
P21gHIkAAAAJ,Stephen G. Kobourov,University of Arizona
p26NfLgAAAAJ,Shashi Shekhar,University of Minnesota
P29s_F0AAAAJ,Alberto Del Pia,University of Wisconsin - Madison
p3euW7UAAAAJ,Costas Tsatsoulis,University of North Texas
P3JdmqAAAAAJ,David T. Blaauw,University of Michigan
p5oWQ0AAAAAJ,Timothy W. Finin,Univ. of Maryland - Baltimore County
P5pnLAcAAAAJ,Selma Sabanovic,Indiana University
P-6kCNMAAAAJ,Nils Napp,University at Buffalo
P6VJcVIAAAAJ,Manos Antonakakis,Georgia Institute of Technology
p6w_qmoAAAAJ,Mongi A. Abidi,University of Tennessee
p8gsO3gAAAAJ,Mubarak Shah,University of Central Florida
P97vI1EAAAAJ,Ira Kemelmacher,University of Washington
P9IivpwAAAAJ,Hasan Davulcu,Arizona State University
p9RsPG4AAAAJ,Raymond J. Mooney,University of Texas at Austin
P9Z011YAAAAJ,Shubham Jain,Old Dominion University
pAI5S50AAAAJ,J. Ross Beveridge,Colorado State University
pamL_rIAAAAJ,Qi-Xing Huang,University of Texas at Austin
pAUVJS0AAAAJ,Karl J. Lieberherr,Northeastern University
pbb9CG4AAAAJ,Charlie E. Hughes,University of Central Florida
PbEw81gAAAAJ,Hal Daumé III,University of Maryland - College Park
PbfkKLcAAAAJ,Andrew W. Moore 0001,Carnegie Mellon University
PbQ8dzsAAAAJ,James M. Bieman,Colorado State University
pcCS60IAAAAJ,Xia Hu,Texas A&M University
pCOmTY0AAAAJ,Ifeoma Nwogu,Rochester Institute of Technology
Pd7IdigAAAAJ,Yongjoo Park,Univ. of Illinois at Urbana-Champaign
Pd8-ju0AAAAJ,Stefanie Tellex,Brown University
PdBc3aEAAAAJ,Jisoo Yang,University of Nevada Las Vegas
pDkhB5EAAAAJ,Mahdi Cheraghchi,University of Michigan
pdpOwtkAAAAJ,T. M. Murali 0001,Virginia Tech
pdSgBVQAAAAJ,Joshua McCoy,University of California - Davis
pD_y458AAAAJ,Vasant G. Honavar,Pennsylvania State University
PDZvz_YAAAAJ,David F. Redmiles,University of California - Irvine
PeCI8KcAAAAJ,Peter J. Haas,University of Massachusetts Amherst
PEki4LgAAAAJ,Jacobus E. van der Merwe,University of Utah
peTiqGYAAAAJ,Jie Fu,Worcester Polytechnic Institute
Pf49QrwAAAAJ,Martin Fürer,Pennsylvania State University
pfBh4zEAAAAJ,Malte Jung,Cornell University
pFRPgsIAAAAJ,Lawrence Chung,University of Texas at Dallas
pg02-e8AAAAJ,Yangfeng Ji,University of Virginia
pgKClXQAAAAJ,Tanushree Mitra,Virginia Tech
-PgNSCAAAAAJ,Taghi M. Khoshgoftaar,Florida Atlantic University
PGyMqU0AAAAJ,Jacob Whitehill,Worcester Polytechnic Institute
pGz5U34AAAAJ,Georgios Portokalidis,Stevens Institute of Technology
PH0OA2QAAAAJ,Sonia Haiduc,Florida State University
Ph16U5wAAAAJ,Russell H. Taylor,Johns Hopkins University
PH4mytYAAAAJ,Joseph A. Konstan,University of Minnesota
phGrIKYAAAAJ,Kristen Shinohara,Rochester Institute of Technology
PHGvd5cAAAAJ,Rabi N. Mahapatra,Texas A&M University
pi3Z8FgAAAAJ,Ruoyu Wang 0001,Arizona State University
Pil9rEEAAAAJ,Richard A. DeMillo,Georgia Institute of Technology
pImSVwoAAAAJ,Justin Solomon,Massachusetts Institute of Technology
PiZymREAAAAJ,Christopher Jason Peikert,University of Michigan
pJ28HA0AAAAJ,Bart Selman,Cornell University
PjCDBjIAAAAJ,Olga G. Troyanskaya,Princeton University
Pjjq5SQAAAAJ,Dipak Ghosal,University of California - Davis
PJOGQc4AAAAJ,Guiling Wang,NJIT
PJQPzgcAAAAJ,Kamesh Munagala,Duke University
PkfChMgAAAAJ,Randy Howard Katz,University of California - Berkeley
pKuBFaQAAAAJ,Demetri Terzopoulos,University of California - Los Angeles
pKWxgxUAAAAJ,Eric Sedgwick,DePaul University
Pl23MTUAAAAJ,Doug Sicker,Carnegie Mellon University
plbm7ncAAAAJ,Larry F. Hodges,Clemson University
plBNA0EAAAAJ,Charles W. Anderson,Colorado State University
PlgV6FwAAAAJ,Vincent Oria,NJIT
Plnnv18AAAAJ,Prasad Calyam,University of Missouri
pLSWiEcAAAAJ,Jaroslaw Nabrzyski,University of Notre Dame
PLt9wB8AAAAJ,V. S. Subrahmanian,University of Maryland - College Park
PLUfrEoAAAAJ,Cynthia E. Irvine,Naval Postgraduate School
plv0rRQAAAAJ,Murat Demirbas,University at Buffalo
plYoF-MAAAAJ,Paul Beame,University of Washington
Pm23sq4AAAAJ,Etienne Vouga,University of Texas at Austin
pm_dg3cAAAAJ,Vibhav Gogate,University of Texas at Dallas
pM_GZxcAAAAJ,Yanhong A. Liu,Stony Brook University
PNalJ58AAAAJ,Rebecca E. Grinter,Georgia Institute of Technology
pNaNj8EAAAAJ,Sebastian Angel,University of Pennsylvania
Pnev7hAAAAAJ,Wallapak Tavanapong,Iowa State University
PNhUilMAAAAJ,Nasser M. Nasrabadi,West Virginia University
PnmtA3wAAAAJ,Gokarna Sharma,Kent State University
pno6BrMAAAAJ,Gerald B. Baumgartner,Louisiana State University - Baton Rouge
PnUH2KUAAAAJ,Sriram Sankararaman,University of California - Los Angeles
pOd2M64AAAAJ,David P. Williamson,Cornell University
PogsVkYAAAAJ,Steven K. Feiner,Columbia University
pOh1as0AAAAJ,Amol Deshpande,University of Maryland - College Park
POWKkqEAAAAJ,Serafim Batzoglou,Stanford University
pp848fYAAAAJ,Jia-Bin Huang,Virginia Tech
pPB_WK0AAAAJ,Tandy J. Warnow,Univ. of Illinois at Urbana-Champaign
Ppjzn_EAAAAJ,Dingwen Tao,The University of Alabama
p-POZjgAAAAJ,Amir Herzberg,University of Connecticut
pPSWi5EAAAAJ,Christopher J. Rossbach,University of Texas at Austin
pPUjlKwAAAAJ,Francis K. H. Quek,Texas A&M University
_pPy-pAAAAAJ,Mihalis Yannakakis,Columbia University
PQakxO4AAAAJ,Christopher D. Carothers,Rensselaer Polytechnic Institute
PqdLgQ0AAAAJ,Darrell D. E. Long,University of California - Santa Cruz
pqIGLH4AAAAJ,Michael M. Swift,University of Wisconsin - Madison
PQl5OHMAAAAJ,Hong-Sheng Zhou,Virginia Commonwealth University
_pRB0HIAAAAJ,Michael J. Paul,University of Colorado Boulder
prJFPwUAAAAJ,Boyana Norris,University of Oregon
PrxFp1MAAAAJ,Geoffrey Brown,Indiana University
PR-ZnJUAAAAJ,Christian Kästner,Carnegie Mellon University
PsGxHG0AAAAJ,Ana Milanova,Rensselaer Polytechnic Institute
PsOs9jAAAAAJ,Seung-Hee Bae,Western Michigan University
pswXDJgAAAAJ,Mesrob I. Ohannessian,University of Illinois at Chicago
ptI-HHkAAAAJ,Yevgeniy Vorobeychik,Washington University in St. Louis
ptStzsoAAAAJ,Tam Vu,University of Colorado Boulder
pUaHHjUAAAAJ,Guevara Noubir,Northeastern University
p_Un9ssAAAAJ,Lap-Fai Yu,George Mason University
puOEoqoAAAAJ,Thomas Schmid,University of Utah
puTV6X0AAAAJ,Nam Wook Kim,Boston College
PUXOLsoAAAAJ,Xingbo Wu,University of Illinois at Chicago
pvDa8pcAAAAJ,Pengyu Hong,Brandeis University
PVdTviYAAAAJ,Songwu Lu,University of California - Los Angeles
PvHFAfIAAAAJ,Nematollah Kayhan Batmanghelich,University of Pittsburgh
PVvU3TsAAAAJ,Joe D. Warren,Rice University
PwdKImsAAAAJ,Wlodek Zadrozny,UNC - Charlotte
pwdQAPEAAAAJ,Sharma V. Thankachan,University of Central Florida
pwhyTq0AAAAJ,Thomas W. Reps,University of Wisconsin - Madison
pWZ7c4MAAAAJ,Todd A. Proebsting,University of Arizona
pwzksPcAAAAJ,Trilce Estrada,University of New Mexico
PXCKvVgAAAAJ,Michael A. Langston,University of Tennessee
pxc_-XYAAAAJ,Martha Stone,University of Colorado Boulder
pxFyKAIAAAAJ,Zhangyang Wang,Texas A&M University
pX-NLrYAAAAJ,Eli Gafni,University of California - Los Angeles
pXsiqKwAAAAJ,Raj Sunderraman,Georgia State University
PxZT1sgAAAAJ,François Guimbretière,Cornell University
pygPWvEAAAAJ,Adnan Darwiche,University of California - Los Angeles
pYjPYIMAAAAJ,Stephen Voida,University of Colorado Boulder
PYV9NvYAAAAJ,Lijun Yin,Binghamton University
PYvcetMAAAAJ,Jidong Xiao,Boise State University
pyZ_FH4AAAAJ,Ryan Stutsman,University of Utah
PzaBy-UAAAAJ,Michael L. Scott,University of Rochester
PzflF_cAAAAJ,Xiali Hei,University of Louisiana - Lafayette
pZhZndYAAAAJ,Ronitt Rubinfeld,Massachusetts Institute of Technology
PZIdxNgAAAAJ,J. Garrett Morris,University of Kansas
P__ztgcAAAAJ,Tushar Krishna,Georgia Institute of Technology
q0MzO6cAAAAJ,Ravi Ramamoorthi,University of California - San Diego
Q10SbJQAAAAJ,Patrick G. Bridges,University of New Mexico
q16KVs0AAAAJ,Daniel P. Huttenlocher,Massachusetts Institute of Technology
q1bkP7AAAAAJ,Richard M. Fujimoto,Georgia Institute of Technology
Q1QN1qYAAAAJ,Lihao Xu,Wayne State University
Q1QxnqoAAAAJ,Hye-Chung (Monica) Kum,Texas A&M University
_Q1uzVYAAAAJ,Anna Rumshisky,University of Massachusetts Lowell
Q1xQdWUAAAAJ,Krishna M. Kavi,University of North Texas
Q29WmWwAAAAJ,Remco Chang,Tufts University
q2L3v6kAAAAJ,Chao Wang 0001,University of Southern California
Q2yN84AAAAAJ,Michael Dinitz,Johns Hopkins University
q387AywAAAAJ,Abedelaziz Mohaisen,University of Central Florida
q387AywAAAAJ,Aziz Mohaisen,University of Central Florida
Q3FvLzUAAAAJ,Zubair Shafiq,University of Iowa
Q3KRC5gAAAAJ,Jaroslaw R. Rossignac,Georgia Institute of Technology
Q_4d9N0AAAAJ,Greg Turk,Georgia Institute of Technology
Q4DTPw4AAAAJ,Pradeep Ravikumar,Carnegie Mellon University
q5GIWC0AAAAJ,Franziska Roesner,University of Washington
Q5KT-hEAAAAJ,Volkan Isler,University of Minnesota
Q6pxNZYAAAAJ,Lydia E. Kavraki,Rice University
q7FfnjgAAAAJ,Hong Q. Ding,University of Texas at Arlington
q7foMK4AAAAJ,Jaime Arguello,University of North Carolina
Q9DsCL4AAAAJ,Daniel Zappala,Brigham Young University
Q9PwPo8AAAAJ,Giri Narasimhan,Florida International University
qa9dTwkAAAAJ,Samik Basu 0001,Iowa State University
qABYFOIAAAAJ,Betty H. C. Cheng,Michigan State University
qAKfQW0AAAAJ,Michael K. Reiter,University of North Carolina
QaLf6bEAAAAJ,David A. Padua,Univ. of Illinois at Urbana-Champaign
Q-As1CEAAAAJ,Kevin Skadron,University of Virginia
Qa_TAw4AAAAJ,AnHai Doan,University of Wisconsin - Madison
Qb7xQQ0AAAAJ,Seth Sanders,University of California - Berkeley
qBHsQ04AAAAJ,Dejing Dou,University of Oregon
qBTbnEQAAAAJ,Mark S. Ackerman,University of Michigan
qC7oNRUAAAAJ,Sanjoy K. Baruah,Washington University in St. Louis
QCBdB7AAAAAJ,Emo Todorov,University of Washington
QclQnxIAAAAJ,Benjamin Lok,University of Florida
QcO9p8AAAAAJ,Ahmed Helmy,University of Florida
qcUhJIcAAAAJ,Shaowen Wang,Univ. of Illinois at Urbana-Champaign
qcydYi8AAAAJ,Tolga Tasdizen,University of Utah
qDepoRUAAAAJ,Ellen Yi-Luen Do,University of Colorado Boulder
qDjyCz8AAAAJ,Cody Dunne,Northeastern University
qeaGCqAAAAAJ,Ali Ebnenasir,Michigan Technological University
qe_J1w4AAAAJ,Leonid A. Levin,Boston University
QEqPllIAAAAJ,Borivoje Nikolic,University of California - Berkeley
QeRUVr0AAAAJ,Daniel Boley,University of Minnesota
QEVXP-kAAAAJ,Héctor Corrada Bravo,University of Maryland - College Park
Qf4bw4UAAAAJ,Hari Balakrishnan,Massachusetts Institute of Technology
qfCah3sAAAAJ,Nalini Venkatasubramanian,University of California - Irvine
qFiMLsIAAAAJ,Xiaodong Zhang 0001,Ohio State University
QgDpfCQAAAAJ,John P. Dickerson,University of Maryland - College Park
qGe7nJ0AAAAJ,Jeffrey C. Carver,The University of Alabama
QH90248AAAAJ,Alon Efrat,University of Arizona
Qhe5ua0AAAAJ,Salman Avestimehr,University of Southern California
QJbvuZEAAAAJ,Jun-Hong Cui,University of Connecticut
QjFu7LEAAAAJ,Wei Le,Iowa State University
QJ-pKL0AAAAJ,Dmitry Evtyushkin,College of William and Mary
qjzNW6EAAAAJ,Scott B. Baden,University of California - San Diego
QKCHaHUAAAAJ,Rachel Rudinger,University of Maryland - College Park
qkdvKNoAAAAJ,Hongning Wang,University of Virginia
QKJVjcIAAAAJ,Brian Summa,Tulane University
Q_kKkIUAAAAJ,Jure Leskovec,Stanford University
QKzwvNgAAAAJ,Andreas Klappenecker,Texas A&M University
qLuAbhMAAAAJ,Steven Rudich,Carnegie Mellon University
qmc5whEAAAAJ,Weining Zhang,University of Texas at San Antonio
qmc-hR0AAAAJ,Anthony J. Hornof,University of Oregon
qMfWf9EAAAAJ,Shihao Ji,Georgia State University
qMOS01AAAAAJ,Bonnie Berger,Massachusetts Institute of Technology
q_n7d6EAAAAJ,Shlomo Zilberstein,University of Massachusetts Amherst
qnwjcfAAAAAJ,Peter Stone,University of Texas at Austin
qNznu3kAAAAJ,Munindar P. Singh,North Carolina State University
Qp5971IAAAAJ,Elliot Anshelevich,Rensselaer Polytechnic Institute
qPpuKe4AAAAJ,Tawanna R. Dillahunt,University of Michigan
qqiZTS8AAAAJ,Michael J. Carey 0001,University of California - Irvine
qQLlBH4AAAAJ,Robert F. Murphy,Carnegie Mellon University
qq-SXN8AAAAJ,Benjamin Moseley,Carnegie Mellon University
QR4VpsIAAAAJ,Richard J. Enbody,Michigan State University
qr5wA44AAAAJ,Song Fu,University of North Texas
qr8Vo9IAAAAJ,Thad Starner,Georgia Institute of Technology
qrCVP0YAAAAJ,Sam Malek,University of California - Irvine
Qrd7FCoAAAAJ,Julia Hirschberg,Columbia University
qrPaF3QAAAAJ,Ron Graham,University of California - San Diego
QRrrUU0AAAAJ,Z. Meral Özsoyoglu,Case Western Reserve University
QrS2y5sAAAAJ,Tijana Milenkovic,University of Notre Dame
QRw9-IYAAAAJ,Christopher W. Fletcher,Univ. of Illinois at Urbana-Champaign
QryTRHAAAAAJ,Fan Ye 0003,Stony Brook University
Qs9FzFUAAAAJ,Keenan Crane,Carnegie Mellon University
QSVAzVIAAAAJ,Sepehr Assadi,Rutgers University
QSY7ufMAAAAJ,David Eppstein,University of California - Irvine
QtAVGP8AAAAJ,Zachary O. Toups,New Mexico State University
qtfHsnoAAAAJ,Aruna Balasubramanian,Stony Brook University
Qt-JcygAAAAJ,Dylan Shell,Texas A&M University
QTRDjTUAAAAJ,Diane L. Souvaine,Tufts University
qTVj7nwAAAAJ,Deian Stefan,University of California - San Diego
qu3rpc0AAAAJ,Frank Vahid,University of California - Riverside
Q-UHlQ0AAAAJ,Leen-Kiat Soh,University of Nebraska
Qu_xQjYAAAAJ,Brian Kocoloski,Washington University in St. Louis
qvH-ATcAAAAJ,Mike Franklin,University of Chicago
qVOHi9cAAAAJ,Peng Liu 0005,Pennsylvania State University
qVx6V7UAAAAJ,Xusheng Xiao,Case Western Reserve University
QWPwfsgAAAAJ,Jeffrey S. Foster,Tufts University
QwRhC2oAAAAJ,Patrick H. Madden,Binghamton University
qWTgFQUAAAAJ,Kenneth E. Jansen,University of Colorado Boulder
qXb4xQMAAAAJ,Murat Kantarcioglu,University of Texas at Dallas
QxxseqsAAAAJ,Oliver S. Cossairt,Northwestern University
qYcG-q0AAAAJ,Yanxi Liu,Pennsylvania State University
QYesEdIAAAAJ,Ilya Safro,Clemson University
qyPWUBcAAAAJ,Priya Narasimhan,Carnegie Mellon University
QYqwwwcAAAAJ,W. Keith Edwards,Georgia Institute of Technology
qz6YaN4AAAAJ,Mirek Riedewald,Northeastern University
Q_zh52YAAAAJ,Aleksandar Kuzmanovic,Northwestern University
QZrx9MEAAAAJ,Rajmohan Rajaraman,Northeastern University
r0nnyGYAAAAJ,Zhenhui Li,Pennsylvania State University
R1JyT9AAAAAJ,Tony R. Martinez,Brigham Young University
r1quzEkAAAAJ,Mike Cafarella,University of Michigan
r1Z8YhQAAAAJ,Yu Charlie Hu,Purdue University
r42-hFIAAAAJ,Apu Kapadia,Indiana University
r49_E2cAAAAJ,Cliff Stein,Columbia University
r5U-D7YAAAAJ,Elias Bareinboim,Columbia University
r6cAovIAAAAJ,Loren Terveen,University of Minnesota
r6ifxUIAAAAJ,Dana Moshkovitz,University of Texas at Austin
r6-jCnUAAAAJ,Amit Levy,Princeton University
r70ags0AAAAJ,Doug L. James,Stanford University
R7eCjGYAAAAJ,Kai Hwang 0001,University of Southern California
r7kyzkIAAAAJ,Soudeh Ghorbani,Johns Hopkins University
R9L_AfQAAAAJ,Jingyi Yu,University of Delaware
r9uneEYAAAAJ,Nolen Scaife,University of Colorado Boulder
-R9W7IkAAAAJ,Katie Moor,Indiana University
R9ZW47sAAAAJ,Jonathan Richard Shewchuk,University of California - Berkeley
RaHaArkAAAAJ,Emery D. Berger,University of Massachusetts Amherst
RaINcuUAAAAJ,Hanghang Tong,Univ. of Illinois at Urbana-Champaign
RaScARwAAAAJ,Szymon Rusinkiewicz,Princeton University
RBuoCYEAAAAJ,John R. Kender,Columbia University
rBVA5tcAAAAJ,Mohit Iyyer,University of Massachusetts Amherst
rD8a4hQAAAAJ,David B. Shmoys,Cornell University
rdbwZvIAAAAJ,Scott P. Robertson,University of Hawaii at Manoa
rDfyQnIAAAAJ,Li Fei-Fei 0001,Stanford University
ReEG0FwAAAAJ,Gianfranco Doretto,West Virginia University
RENxVvAAAAAJ,Mircea Nicolescu,University of Nevada
R-fOpm4AAAAJ,Mahanth Gowda,Pennsylvania State University
rFpexEAAAAAJ,Emina Torlak,University of Washington
rg6Bl5YAAAAJ,Stratos Idreos,Harvard University
r_GU-AwAAAAJ,Christina Garman,Purdue University
Rh16nsIAAAAJ,Kavita Bala,Cornell University
RhFhIIgAAAAJ,Pierre Baldi,University of California - Irvine
rhLst94AAAAJ,Bharat K. Bhargava,Purdue University
RIhZrvIAAAAJ,Jonathan Gemmell,DePaul University
RiJSLsoAAAAJ,Robert H. Sloan,University of Illinois at Chicago
_rJCgzIAAAAJ,Matthew Hicks,Virginia Tech
RJhla18AAAAJ,Alex Orailoglu,University of California - San Diego
R--JjPoAAAAJ,Mark Liberman,University of Pennsylvania
rjnJnEkAAAAJ,Jeannette Bohg,Stanford University
RjxJExgAAAAJ,Martin Berzins,University of Utah
RkA1y54AAAAJ,David Bamman,University of California - Berkeley
RM7y-rcAAAAJ,Zhongfei Zhang,Binghamton University
rmEQ_KwAAAAJ,Melissa Mazmanian,University of California - Irvine
rnDD_oEAAAAJ,Xiaoli Zhang Fern,Oregon State University
RNfafUcAAAAJ,Sandeep Kaur Kuttal,University of Tulsa
rNfpty8AAAAJ,Sudarsun Kannan,Rutgers University
rnR3JrYAAAAJ,George Varghese,University of California - Los Angeles
rNTIQXYAAAAJ,Steven W. Zucker,Yale University
RoGOW9AAAAAJ,David S. Doermann,University at Buffalo
ROILf3EAAAAJ,Phillip Isola,Massachusetts Institute of Technology
ronge0AAAAAJ,Lawrence Rauchwerger,Texas A&M University
rOW28UoAAAAJ,Janne Lindqvist,Rutgers University
roY9L1oAAAAJ,Bo Luo,University of Kansas
rp8dOfAAAAAJ,Joy Arulraj,Georgia Institute of Technology
rPU7fz0AAAAJ,Jean C. Walrand,University of California - Berkeley
RpxD-7QAAAAJ,Lydia B. Chilton,Columbia University
rQf4yDAAAAAJ,Jeffrey Lang,Massachusetts Institute of Technology
rqpdaP0AAAAJ,Fred Martin,University of Massachusetts Lowell
rr1cfRkAAAAJ,Antonio R. Nicolosi,Stevens Institute of Technology
RRmQyu8AAAAJ,Vassilis Athitsos,University of Texas at Arlington
rRxC18AAAAAJ,Prasun Dewan,University of North Carolina
rsGmH38AAAAJ,Vladimir Stojanovic,University of California - Berkeley
RsicLQsAAAAJ,Tom Hayes,University of New Mexico
RTewL_wAAAAJ,Sarangapani Jagannathan,Missouri University of Technology
rthco5oAAAAJ,Andrew T. Campbell,Dartmouth College
rTJTJJ4AAAAJ,Randal C. Burns,Johns Hopkins University
rtmW640AAAAJ,Murat Arcak,University of California - Berkeley
Ru4B_wkAAAAJ,Haipeng Cai,Washington State University
rU_-c5oAAAAJ,Bradley Hayes,University of Colorado Boulder
ruIgbscAAAAJ,Venu Govindaraju,University at Buffalo
RUP4S68AAAAJ,Sanjeev Arora,Princeton University
RutwCU4AAAAJ,Marek Chrobak,University of California - Riverside
rUZN-zQAAAAJ,Danfeng Zhang,Pennsylvania State University
R_VPUyEAAAAJ,Krishnendu Chakrabarty,Duke University
RVQMz2sAAAAJ,Linhai Song,Pennsylvania State University
_RVvnS4AAAAJ,Yingyu Liang,University of Wisconsin - Madison
rW1Bio0AAAAJ,Alessandro Chiesa,University of California - Berkeley
rWl0U0oAAAAJ,Yuanyuan Zhou,University of California - San Diego
rWuQTEcAAAAJ,Dennis G. Kafura,Virginia Tech
rx56n5cAAAAJ,Stephanie Forrest,University of New Mexico
rx92O6IAAAAJ,Ankur Srivastava,University of Maryland - College Park
rxKWd1cAAAAJ,Mohammad Atiqul Islam,University of Texas at Arlington
rXYLXJMAAAAJ,Christos H. Papadimitriou,Columbia University
RY7cuPAAAAAJ,Arindam Banerjee,University of Minnesota
rynvwScAAAAJ,Aaron Bobick,Washington University in St. Louis
rynvwScAAAAJ,Aaron F. Bobick,Washington University in St. Louis
RYvdtGcAAAAJ,Prakash Ishwar,Boston University
RyXHY68AAAAJ,Manos Athanassoulis,Boston University
RzEnQmgAAAAJ,Patrick M. Hanrahan,Stanford University
rzwHnAcAAAAJ,Vladimir Filkov,University of California - Davis
S1szbyAAAAAJ,Carole-Jean Wu,Arizona State University
s2n1-HMAAAAJ,Benyuan Liu,University of Massachusetts Lowell
S4cEObAAAAAJ,Illah R. Nourbakhsh,Carnegie Mellon University
S4GP-G4AAAAJ,Ketan Patel,University of North Carolina
s4yZTp4AAAAJ,Bruce H. Krogh,Carnegie Mellon University
S4z3uzMAAAAJ,Venkatesh Saligrama,Boston University
S5AaMfgAAAAJ,Alexander Borgida,Rutgers University
S5B0QmMAAAAJ,Azer Bestavros,Boston University
s5-hnX8AAAAJ,Haitham Hassanieh,Univ. of Illinois at Urbana-Champaign
S5sz8gIAAAAJ,Keith Winstein,Stanford University
sAdDcvQAAAAJ,Sylvia Ratnasamy,University of California - Berkeley
sAflhJUAAAAJ,Deliang Fan,University of Central Florida
sAkg9T8AAAAJ,Clyde Lee Giles,Pennsylvania State University
saY3qN5NWbcC,Holly E. Rushmeier,Yale University
sc9YppcAAAAJ,Eun Jung Kim 0001,Texas A&M University
sCL2jBcAAAAJ,Hemanta Kumar Maji,Purdue University
SCM35lMAAAAJ,Manish Parashar,Rutgers University
SdaQU5sAAAAJ,Steffen Heber,North Carolina State University
sdVfpyQAAAAJ,Robyn R. Lutz,Iowa State University
SDY9FwUAAAAJ,Suman Jana,Columbia University
se0_mCIAAAAJ,Shun Yan Cheung,Emory University
sEAoh3MAAAAJ,Luca P. Carloni,Columbia University
seB8s3wAAAAJ,Jianhua Ruan,University of Texas at San Antonio
SEDPkrsAAAAJ,Yulia Tsvetkov,Carnegie Mellon University
SeW3bhwAAAAJ,Paul S. Rosenbloom,University of Southern California
sfCo01gAAAAJ,Zhenghao Zhang,Florida State University
sfuwsSwAAAAJ,Constantinos Dovrolis,Georgia Institute of Technology
sFyrSa8AAAAJ,Ellie Pavlick,Brown University
-sGaL8sAAAAJ,Kris K. Hauser,Univ. of Illinois at Urbana-Champaign
